feature,importance
MMSE,0.6169739439337228
nWBV,0.14266334222298124
Age,0.07748714373220099
SES,0.05570246127255368
Educ,0.043754397242040326
ASF,0.027429268516150247
eTIV,0.0246279502755087
M/F,0.01136149280484208
